area_id,target_ord,n_candidates,candidates,decision,winner_month_ord,winner_anl_id
1603,24274,1,2022-10:26777665,filled,24273,26777665.0
1603,24275,1,2022-10:26777665,filled,24273,26777665.0
1603,24277,1,2023-01:33607389,filled,24276,33607389.0
1603,24278,1,2023-01:33607389,filled,24276,33607389.0
1603,24316,1,2026-04:87143416,no_covariate_row,-1,
1603,24317,1,2026-04:87143416,no_covariate_row,-1,
1606,24277,1,2023-01:33607389,filled,24276,33607389.0
1606,24278,1,2023-01:33607389,filled,24276,33607389.0
1606,24316,1,2026-04:87143416,no_covariate_row,-1,
1606,24317,1,2026-04:87143416,no_covariate_row,-1,
1607,24284,1,2023-08:59090932,filled,24283,59090932.0
1607,24289,1,2024-01:65024769,filled,24288,65024769.0
1607,24290,1,2024-01:65024769,filled,24288,65024769.0
1607,24295,1,2024-07:69455744,filled,24294,69455744.0
1607,24296,1,2024-07:69455744,filled,24294,69455744.0
1607,24316,1,2026-04:87143416,no_covariate_row,-1,
1607,24317,1,2026-04:87143416,no_covariate_row,-1,
1608,24274,1,2022-10:26777665,filled,24273,26777665.0
1608,24275,1,2022-10:26777665,filled,24273,26777665.0
1608,24316,1,2026-04:87143416,no_covariate_row,-1,
1608,24317,1,2026-04:87143416,no_covariate_row,-1,
1610,24271,1,2022-07:26601265,filled,24270,26601265.0
1610,24272,1,2022-07:26601265,filled,24270,26601265.0
1610,24274,1,2022-10:26777665,filled,24273,26777665.0
1610,24275,1,2022-10:26777665,filled,24273,26777665.0
1610,24277,1,2023-01:33607389,filled,24276,33607389.0
1610,24278,1,2023-01:33607389,filled,24276,33607389.0
1610,24316,1,2026-04:87143416,no_covariate_row,-1,
1610,24317,1,2026-04:87143416,no_covariate_row,-1,
1612,24284,1,2023-08:59090932,filled,24283,59090932.0
1612,24289,1,2024-01:65024769,filled,24288,65024769.0
1612,24290,1,2024-01:65024769,filled,24288,65024769.0
1612,24295,1,2024-07:69455744,filled,24294,69455744.0
1612,24296,1,2024-07:69455744,filled,24294,69455744.0
1612,24316,1,2026-04:87143416,no_covariate_row,-1,
1612,24317,1,2026-04:87143416,no_covariate_row,-1,
1615,24284,1,2023-08:59090932,filled,24283,59090932.0
1615,24289,1,2024-01:65024769,filled,24288,65024769.0
1615,24290,1,2024-01:65024769,filled,24288,65024769.0
1615,24295,1,2024-07:69455744,filled,24294,69455744.0
1615,24296,1,2024-07:69455744,filled,24294,69455744.0
1615,24316,1,2026-04:87143416,no_covariate_row,-1,
1615,24317,1,2026-04:87143416,no_covariate_row,-1,
1616,24271,1,2022-07:26601265,filled,24270,26601265.0
1616,24272,1,2022-07:26601265,filled,24270,26601265.0
1616,24274,1,2022-10:26777665,filled,24273,26777665.0
1616,24275,1,2022-10:26777665,filled,24273,26777665.0
1616,24277,1,2023-01:33607389,filled,24276,33607389.0
1616,24278,1,2023-01:33607389,filled,24276,33607389.0
1616,24316,1,2026-04:87143416,no_covariate_row,-1,
1616,24317,1,2026-04:87143416,no_covariate_row,-1,
1626,24284,1,2023-08:59090932,filled,24283,59090932.0
1626,24289,1,2024-01:65024769,filled,24288,65024769.0
1626,24290,1,2024-01:65024769,filled,24288,65024769.0
1626,24295,1,2024-07:69455744,filled,24294,69455744.0
1626,24296,1,2024-07:69455744,filled,24294,69455744.0
1626,24316,1,2026-04:87143416,no_covariate_row,-1,
1626,24317,1,2026-04:87143416,no_covariate_row,-1,
1627,24271,1,2022-07:26601265,filled,24270,26601265.0
1627,24272,1,2022-07:26601265,filled,24270,26601265.0
1627,24316,1,2026-04:87143416,no_covariate_row,-1,
1627,24317,1,2026-04:87143416,no_covariate_row,-1,
1628,24271,1,2022-07:26601265,filled,24270,26601265.0
1628,24272,1,2022-07:26601265,filled,24270,26601265.0
1628,24274,1,2022-10:26777665,filled,24273,26777665.0
1628,24275,1,2022-10:26777665,filled,24273,26777665.0
1628,24277,1,2023-01:33607389,filled,24276,33607389.0
1628,24278,1,2023-01:33607389,filled,24276,33607389.0
1628,24316,1,2026-04:87143416,no_covariate_row,-1,
1628,24317,1,2026-04:87143416,no_covariate_row,-1,
1629,24284,1,2023-08:59090932,filled,24283,59090932.0
1629,24289,1,2024-01:65024769,filled,24288,65024769.0
1629,24290,1,2024-01:65024769,filled,24288,65024769.0
1629,24295,1,2024-07:69455744,filled,24294,69455744.0
1629,24296,1,2024-07:69455744,filled,24294,69455744.0
1629,24316,1,2026-04:87143416,no_covariate_row,-1,
1629,24317,1,2026-04:87143416,no_covariate_row,-1,
1630,24316,1,2026-04:87143416,no_covariate_row,-1,
1630,24317,1,2026-04:87143416,no_covariate_row,-1,
1631,24316,1,2026-04:87143416,no_covariate_row,-1,
1631,24317,1,2026-04:87143416,no_covariate_row,-1,
1632,24316,1,2026-04:87143416,no_covariate_row,-1,
1632,24317,1,2026-04:87143416,no_covariate_row,-1,
1633,24284,1,2023-08:59090932,filled,24283,59090932.0
1633,24289,1,2024-01:65024769,filled,24288,65024769.0
1633,24290,1,2024-01:65024769,filled,24288,65024769.0
1633,24295,1,2024-07:69455744,filled,24294,69455744.0
1633,24296,1,2024-07:69455744,filled,24294,69455744.0
1633,24316,1,2026-04:87143416,no_covariate_row,-1,
1633,24317,1,2026-04:87143416,no_covariate_row,-1,
1634,24271,1,2022-07:26601265,filled,24270,26601265.0
1634,24272,1,2022-07:26601265,filled,24270,26601265.0
1634,24274,1,2022-10:26777665,filled,24273,26777665.0
1634,24275,1,2022-10:26777665,filled,24273,26777665.0
1634,24277,1,2023-01:33607389,filled,24276,33607389.0
1634,24278,1,2023-01:33607389,filled,24276,33607389.0
1634,24316,1,2026-04:87143416,no_covariate_row,-1,
1634,24317,1,2026-04:87143416,no_covariate_row,-1,
1636,24316,1,2026-04:87143416,no_covariate_row,-1,
1636,24317,1,2026-04:87143416,no_covariate_row,-1,
1637,24289,1,2024-01:65024769,filled,24288,65024769.0
1637,24290,1,2024-01:65024769,filled,24288,65024769.0
1637,24295,1,2024-07:69455744,filled,24294,69455744.0
1637,24296,1,2024-07:69455744,filled,24294,69455744.0
1637,24316,1,2026-04:87143416,no_covariate_row,-1,
1637,24317,1,2026-04:87143416,no_covariate_row,-1,
1641,24271,1,2022-07:26601265,filled,24270,26601265.0
1641,24272,1,2022-07:26601265,filled,24270,26601265.0
1641,24274,1,2022-10:26777665,filled,24273,26777665.0
1641,24275,1,2022-10:26777665,filled,24273,26777665.0
1641,24277,1,2023-01:33607389,filled,24276,33607389.0
1641,24278,1,2023-01:33607389,filled,24276,33607389.0
1641,24316,1,2026-04:87143416,no_covariate_row,-1,
1641,24317,1,2026-04:87143416,no_covariate_row,-1,
1642,24284,1,2023-08:59090932,filled,24283,59090932.0
1642,24289,1,2024-01:65024769,filled,24288,65024769.0
1642,24290,1,2024-01:65024769,filled,24288,65024769.0
1642,24295,1,2024-07:69455744,filled,24294,69455744.0
1642,24296,1,2024-07:69455744,filled,24294,69455744.0
1642,24316,1,2026-04:87143416,no_covariate_row,-1,
1642,24317,1,2026-04:87143416,no_covariate_row,-1,
1650,24284,1,2023-08:59090932,filled,24283,59090932.0
1650,24289,1,2024-01:65024769,filled,24288,65024769.0
1650,24290,1,2024-01:65024769,filled,24288,65024769.0
1650,24295,1,2024-07:69455744,filled,24294,69455744.0
1650,24296,1,2024-07:69455744,filled,24294,69455744.0
1650,24316,1,2026-04:87143416,no_covariate_row,-1,
1650,24317,1,2026-04:87143416,no_covariate_row,-1,
1651,24271,1,2022-07:26601265,filled,24270,26601265.0
1651,24272,1,2022-07:26601265,filled,24270,26601265.0
1651,24274,1,2022-10:26777665,filled,24273,26777665.0
1651,24275,1,2022-10:26777665,filled,24273,26777665.0
1651,24277,1,2023-01:33607389,filled,24276,33607389.0
1651,24278,1,2023-01:33607389,recipient_original,-1,
1651,24316,1,2026-04:87143416,no_covariate_row,-1,
1651,24317,1,2026-04:87143416,no_covariate_row,-1,
1653,24271,1,2022-07:26601265,filled,24270,26601265.0
1653,24272,1,2022-07:26601265,filled,24270,26601265.0
1653,24274,1,2022-10:26777665,filled,24273,26777665.0
1653,24275,1,2022-10:26777665,filled,24273,26777665.0
1653,24277,1,2023-01:33607389,filled,24276,33607389.0
1653,24278,1,2023-01:33607389,filled,24276,33607389.0
1653,24316,1,2026-04:87143416,no_covariate_row,-1,
1653,24317,1,2026-04:87143416,no_covariate_row,-1,
1665,24284,1,2023-08:59090932,filled,24283,59090932.0
1665,24316,1,2026-04:87143416,no_covariate_row,-1,
1665,24317,1,2026-04:87143416,no_covariate_row,-1,
1673,24284,1,2023-08:59090932,filled,24283,59090932.0
1673,24289,1,2024-01:65024769,filled,24288,65024769.0
1673,24290,1,2024-01:65024769,filled,24288,65024769.0
1673,24295,1,2024-07:69455744,filled,24294,69455744.0
1673,24296,1,2024-07:69455744,filled,24294,69455744.0
1673,24316,1,2026-04:87143416,no_covariate_row,-1,
1673,24317,1,2026-04:87143416,no_covariate_row,-1,
1674,24271,1,2022-07:26601265,filled,24270,26601265.0
1674,24272,1,2022-07:26601265,filled,24270,26601265.0
1674,24274,1,2022-10:26777665,filled,24273,26777665.0
1674,24275,1,2022-10:26777665,filled,24273,26777665.0
1674,24277,1,2023-01:33607389,filled,24276,33607389.0
1674,24278,1,2023-01:33607389,recipient_original,-1,
1674,24316,1,2026-04:87143416,no_covariate_row,-1,
1674,24317,1,2026-04:87143416,no_covariate_row,-1,
1680,24284,1,2023-08:59090932,filled,24283,59090932.0
1680,24289,1,2024-01:65024769,filled,24288,65024769.0
1680,24290,1,2024-01:65024769,filled,24288,65024769.0
1680,24295,1,2024-07:69455744,filled,24294,69455744.0
1680,24296,1,2024-07:69455744,filled,24294,69455744.0
1680,24316,1,2026-04:87143416,no_covariate_row,-1,
1680,24317,1,2026-04:87143416,no_covariate_row,-1,
1681,24271,1,2022-07:26601265,filled,24270,26601265.0
1681,24272,1,2022-07:26601265,filled,24270,26601265.0
1681,24274,1,2022-10:26777665,filled,24273,26777665.0
1681,24275,1,2022-10:26777665,filled,24273,26777665.0
1681,24277,1,2023-01:33607389,filled,24276,33607389.0
1681,24278,1,2023-01:33607389,filled,24276,33607389.0
1681,24316,1,2026-04:87143416,no_covariate_row,-1,
1681,24317,1,2026-04:87143416,no_covariate_row,-1,
1682,24316,1,2026-04:87143416,no_covariate_row,-1,
1682,24317,1,2026-04:87143416,no_covariate_row,-1,
1685,24284,1,2023-08:59090932,filled,24283,59090932.0
1685,24289,1,2024-01:65024769,filled,24288,65024769.0
1685,24290,1,2024-01:65024769,filled,24288,65024769.0
1685,24295,1,2024-07:69455744,filled,24294,69455744.0
1685,24296,1,2024-07:69455744,filled,24294,69455744.0
1685,24316,1,2026-04:87143416,no_covariate_row,-1,
1685,24317,1,2026-04:87143416,no_covariate_row,-1,
1686,24271,1,2022-07:26601265,filled,24270,26601265.0
1686,24272,1,2022-07:26601265,filled,24270,26601265.0
1686,24274,1,2022-10:26777665,filled,24273,26777665.0
1686,24275,1,2022-10:26777665,filled,24273,26777665.0
1686,24277,1,2023-01:33607389,filled,24276,33607389.0
1686,24278,1,2023-01:33607389,filled,24276,33607389.0
1686,24289,1,2024-01:65024769,filled,24288,65024769.0
1686,24290,1,2024-01:65024769,filled,24288,65024769.0
1686,24295,1,2024-07:69455744,filled,24294,69455744.0
1686,24296,1,2024-07:69455744,filled,24294,69455744.0
1686,24316,1,2026-04:87143416,no_covariate_row,-1,
1686,24317,1,2026-04:87143416,no_covariate_row,-1,
1687,24271,1,2022-07:26601265,filled,24270,26601265.0
1687,24272,1,2022-07:26601265,filled,24270,26601265.0
1687,24274,1,2022-10:26777665,filled,24273,26777665.0
1687,24275,1,2022-10:26777665,filled,24273,26777665.0
1687,24277,1,2023-01:33607389,filled,24276,33607389.0
1687,24278,1,2023-01:33607389,recipient_original,-1,
1687,24316,1,2026-04:87143416,no_covariate_row,-1,
1687,24317,1,2026-04:87143416,no_covariate_row,-1,
1689,24277,1,2023-01:33607389,filled,24276,33607389.0
1689,24278,1,2023-01:33607389,recipient_original,-1,
1689,24316,1,2026-04:87143416,no_covariate_row,-1,
1689,24317,1,2026-04:87143416,no_covariate_row,-1,
1690,24284,1,2023-08:59090932,filled,24283,59090932.0
1690,24289,1,2024-01:65024769,filled,24288,65024769.0
1690,24290,1,2024-01:65024769,filled,24288,65024769.0
1690,24295,1,2024-07:69455744,filled,24294,69455744.0
1690,24296,1,2024-07:69455744,filled,24294,69455744.0
1690,24316,1,2026-04:87143416,no_covariate_row,-1,
1690,24317,1,2026-04:87143416,no_covariate_row,-1,
1691,24274,1,2022-10:26777665,filled,24273,26777665.0
1691,24275,1,2022-10:26777665,filled,24273,26777665.0
1691,24316,1,2026-04:87143416,no_covariate_row,-1,
1691,24317,1,2026-04:87143416,no_covariate_row,-1,
1694,24271,1,2022-07:26601265,filled,24270,26601265.0
1694,24272,1,2022-07:26601265,filled,24270,26601265.0
1694,24274,1,2022-10:26777665,filled,24273,26777665.0
1694,24275,1,2022-10:26777665,filled,24273,26777665.0
1694,24277,1,2023-01:33607389,filled,24276,33607389.0
1694,24278,1,2023-01:33607389,filled,24276,33607389.0
1694,24316,1,2026-04:87143416,no_covariate_row,-1,
1694,24317,1,2026-04:87143416,no_covariate_row,-1,
1695,24284,1,2023-08:59090932,filled,24283,59090932.0
1695,24289,1,2024-01:65024769,filled,24288,65024769.0
1695,24290,1,2024-01:65024769,filled,24288,65024769.0
1695,24295,1,2024-07:69455744,filled,24294,69455744.0
1695,24296,1,2024-07:69455744,filled,24294,69455744.0
1695,24316,1,2026-04:87143416,no_covariate_row,-1,
1695,24317,1,2026-04:87143416,no_covariate_row,-1,
1696,24284,1,2023-08:59090932,filled,24283,59090932.0
1696,24289,1,2024-01:65024769,filled,24288,65024769.0
1696,24290,1,2024-01:65024769,filled,24288,65024769.0
1696,24295,1,2024-07:69455744,filled,24294,69455744.0
1696,24296,1,2024-07:69455744,filled,24294,69455744.0
1696,24316,1,2026-04:87143416,no_covariate_row,-1,
1696,24317,1,2026-04:87143416,no_covariate_row,-1,
1698,24271,1,2022-07:26601265,filled,24270,26601265.0
1698,24272,1,2022-07:26601265,filled,24270,26601265.0
1698,24274,1,2022-10:26777665,filled,24273,26777665.0
1698,24275,1,2022-10:26777665,filled,24273,26777665.0
1698,24277,1,2023-01:33607389,filled,24276,33607389.0
1698,24278,1,2023-01:33607389,filled,24276,33607389.0
1698,24316,1,2026-04:87143416,no_covariate_row,-1,
1698,24317,1,2026-04:87143416,no_covariate_row,-1,
1699,24316,1,2026-04:87143416,no_covariate_row,-1,
1699,24317,1,2026-04:87143416,no_covariate_row,-1,
1700,24316,1,2026-04:87143416,no_covariate_row,-1,
1700,24317,1,2026-04:87143416,no_covariate_row,-1,
1707,24271,1,2022-07:26601265,filled,24270,26601265.0
1707,24272,1,2022-07:26601265,filled,24270,26601265.0
1707,24274,1,2022-10:26777665,filled,24273,26777665.0
1707,24275,1,2022-10:26777665,filled,24273,26777665.0
1707,24277,1,2023-01:33607389,filled,24276,33607389.0
1707,24278,1,2023-01:33607389,recipient_original,-1,
1707,24316,1,2026-04:87143416,no_covariate_row,-1,
1707,24317,1,2026-04:87143416,no_covariate_row,-1,
1708,24284,1,2023-08:59090932,filled,24283,59090932.0
1708,24289,1,2024-01:65024769,filled,24288,65024769.0
1708,24290,1,2024-01:65024769,filled,24288,65024769.0
1708,24295,1,2024-07:69455744,filled,24294,69455744.0
1708,24296,1,2024-07:69455744,filled,24294,69455744.0
1708,24316,1,2026-04:87143416,no_covariate_row,-1,
1708,24317,1,2026-04:87143416,no_covariate_row,-1,
1711,24271,1,2022-07:26601265,filled,24270,26601265.0
1711,24272,1,2022-07:26601265,filled,24270,26601265.0
1711,24274,1,2022-10:26777665,filled,24273,26777665.0
1711,24275,1,2022-10:26777665,filled,24273,26777665.0
1711,24277,1,2023-01:33607389,filled,24276,33607389.0
1711,24278,1,2023-01:33607389,filled,24276,33607389.0
1711,24316,1,2026-04:87143416,no_covariate_row,-1,
1711,24317,1,2026-04:87143416,no_covariate_row,-1,
1712,24284,1,2023-08:59090932,filled,24283,59090932.0
1712,24289,1,2024-01:65024769,filled,24288,65024769.0
1712,24290,1,2024-01:65024769,filled,24288,65024769.0
1712,24295,1,2024-07:69455744,filled,24294,69455744.0
1712,24296,1,2024-07:69455744,filled,24294,69455744.0
1712,24316,1,2026-04:87143416,no_covariate_row,-1,
1712,24317,1,2026-04:87143416,no_covariate_row,-1,
1719,24284,1,2023-08:59090932,filled,24283,59090932.0
1719,24289,1,2024-01:65024769,filled,24288,65024769.0
1719,24290,1,2024-01:65024769,filled,24288,65024769.0
1719,24295,1,2024-07:69455744,filled,24294,69455744.0
1719,24296,1,2024-07:69455744,filled,24294,69455744.0
1719,24316,1,2026-04:87143416,no_covariate_row,-1,
1719,24317,1,2026-04:87143416,no_covariate_row,-1,
1720,24271,1,2022-07:26601265,filled,24270,26601265.0
1720,24272,1,2022-07:26601265,filled,24270,26601265.0
1720,24274,1,2022-10:26777665,filled,24273,26777665.0
1720,24275,1,2022-10:26777665,filled,24273,26777665.0
1720,24277,1,2023-01:33607389,filled,24276,33607389.0
1720,24278,1,2023-01:33607389,filled,24276,33607389.0
1720,24316,1,2026-04:87143416,no_covariate_row,-1,
1720,24317,1,2026-04:87143416,no_covariate_row,-1,
1721,24271,1,2022-07:26601265,filled,24270,26601265.0
1721,24272,1,2022-07:26601265,filled,24270,26601265.0
1721,24274,1,2022-10:26777665,filled,24273,26777665.0
1721,24275,1,2022-10:26777665,filled,24273,26777665.0
1721,24277,1,2023-01:33607389,filled,24276,33607389.0
1721,24278,1,2023-01:33607389,recipient_original,-1,
1721,24316,1,2026-04:87143416,no_covariate_row,-1,
1721,24317,1,2026-04:87143416,no_covariate_row,-1,
1722,24284,1,2023-08:59090932,filled,24283,59090932.0
1722,24289,1,2024-01:65024769,filled,24288,65024769.0
1722,24290,1,2024-01:65024769,filled,24288,65024769.0
1722,24295,1,2024-07:69455744,filled,24294,69455744.0
1722,24296,1,2024-07:69455744,filled,24294,69455744.0
1722,24316,1,2026-04:87143416,no_covariate_row,-1,
1722,24317,1,2026-04:87143416,no_covariate_row,-1,
1727,24271,1,2022-07:26601265,filled,24270,26601265.0
1727,24272,1,2022-07:26601265,filled,24270,26601265.0
1727,24274,1,2022-10:26777665,filled,24273,26777665.0
1727,24275,1,2022-10:26777665,filled,24273,26777665.0
1727,24316,1,2026-04:87143416,no_covariate_row,-1,
1727,24317,1,2026-04:87143416,no_covariate_row,-1,
1728,24284,1,2023-08:59090932,filled,24283,59090932.0
1728,24289,1,2024-01:65024769,filled,24288,65024769.0
1728,24290,1,2024-01:65024769,filled,24288,65024769.0
1728,24295,1,2024-07:69455744,filled,24294,69455744.0
1728,24296,1,2024-07:69455744,filled,24294,69455744.0
1728,24316,1,2026-04:87143416,no_covariate_row,-1,
1728,24317,1,2026-04:87143416,no_covariate_row,-1,
1729,24277,1,2023-01:33607389,filled,24276,33607389.0
1729,24278,1,2023-01:33607389,filled,24276,33607389.0
1729,24316,1,2026-04:87143416,no_covariate_row,-1,
1729,24317,1,2026-04:87143416,no_covariate_row,-1,
1730,24295,1,2024-07:69455744,filled,24294,69455744.0
1730,24296,1,2024-07:69455744,filled,24294,69455744.0
1730,24316,1,2026-04:87143416,no_covariate_row,-1,
1730,24317,1,2026-04:87143416,no_covariate_row,-1,
1736,24284,1,2023-08:59090932,filled,24283,59090932.0
1736,24289,1,2024-01:65024769,filled,24288,65024769.0
1736,24290,1,2024-01:65024769,filled,24288,65024769.0
1736,24295,1,2024-07:69455744,filled,24294,69455744.0
