job_id,branch,view,horizon,test_year,formulation,bundle,method,receiving_origin,recipe_selection_max_round,selection_uses_later_labels,mapping_rounds,n_fit,n_fit_copies,sum_weight,status,calibration_status,calibration_reason
y2025_h00_o2025-09,augmented,D_residual,0,2025,residual,X3,isotonic,2025-09,2024-07,False,2023-08;2024-01;2024-07,6237,3789,2982.100175178979,completed,ok,
y2025_h00_o2025-09,augmented,D_selected,0,2025,direct,X1,none,2025-09,2024-07,False,2023-08;2024-01;2024-07,6237,3789,2982.100175178979,completed,ok,
y2025_h00_o2025-10,original,D_direct,0,2025,direct,X1,shift,2025-10,2024-07,False,2023-08;2024-01;2024-07,2448,0,1096.2321868271497,completed,ok,
y2025_h00_o2025-10,original,D_residual,0,2025,residual,X1,isotonic,2025-10,2024-07,False,2023-08;2024-01;2024-07,2448,0,1096.2321868271497,completed,ok,
y2025_h00_o2025-10,original,D_selected,0,2025,direct,X1,shift,2025-10,2024-07,False,2023-08;2024-01;2024-07,2448,0,1096.2321868271497,completed,ok,
y2025_h00_o2025-10,augmented,D_direct,0,2025,direct,X1,none,2025-10,2024-07,False,2023-08;2024-01;2024-07,6237,3789,2897.2055719061414,completed,ok,
y2025_h00_o2025-10,augmented,D_residual,0,2025,residual,X3,isotonic,2025-10,2024-07,False,2023-08;2024-01;2024-07,6237,3789,2897.2055719061414,completed,ok,
y2025_h00_o2025-10,augmented,D_selected,0,2025,direct,X1,none,2025-10,2024-07,False,2023-08;2024-01;2024-07,6237,3789,2897.2055719061414,completed,ok,
y2026_h00_o2026-04,original,D_direct,0,2026,direct,X6,shift,2026-04,2025-10,False,2025-07;2025-09;2025-10,3604,0,2169.8790085146934,completed,ok,
y2026_h00_o2026-04,original,D_residual,0,2026,residual,X4,shift,2026-04,2025-10,False,2025-07;2025-09;2025-10,3604,0,2169.8790085146934,completed,ok,
y2026_h00_o2026-04,original,D_selected,0,2026,direct,X6,shift,2026-04,2025-10,False,2025-07;2025-09;2025-10,3604,0,2169.8790085146934,completed,ok,
y2026_h00_o2026-04,augmented,D_direct,0,2026,direct,X3,isotonic,2026-04,2025-10,False,2025-07;2025-09;2025-10,6019,2415,3275.160482732462,completed,ok,
y2026_h00_o2026-04,augmented,D_residual,0,2026,residual,X2,shift,2026-04,2025-10,False,2025-07;2025-09;2025-10,6019,2415,3275.160482732462,completed,ok,
y2026_h00_o2026-04,augmented,D_selected,0,2026,residual,X2,shift,2026-04,2025-10,False,2025-07;2025-09;2025-10,6019,2415,3275.160482732462,completed,ok,
y2025_h03_o2025-01,original,D_direct,3,2025,direct,X1,shift,2025-01,2024-07,False,2023-08;2024-01;2024-07,2448,0,1421.637260959023,completed,ok,
y2025_h03_o2025-01,original,D_residual,3,2025,residual,X1,isotonic,2025-01,2024-07,False,2023-08;2024-01;2024-07,2448,0,1421.637260959023,completed,ok,
y2025_h03_o2025-01,original,D_selected,3,2025,direct,X1,shift,2025-01,2024-07,False,2023-08;2024-01;2024-07,2448,0,1421.637260959023,completed,ok,
y2025_h03_o2025-01,augmented,D_direct,3,2025,direct,X1,none,2025-01,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3757.210783603184,completed,ok,
y2025_h03_o2025-01,augmented,D_residual,3,2025,residual,X3,isotonic,2025-01,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3757.210783603184,completed,ok,
y2025_h03_o2025-01,augmented,D_selected,3,2025,direct,X1,none,2025-01,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3757.210783603184,completed,ok,
y2025_h03_o2025-04,original,D_direct,3,2025,direct,X1,shift,2025-04,2024-07,False,2023-08;2024-01;2024-07,2448,0,1303.647116269838,completed,ok,
y2025_h03_o2025-04,original,D_residual,3,2025,residual,X1,isotonic,2025-04,2024-07,False,2023-08;2024-01;2024-07,2448,0,1303.647116269838,completed,ok,
y2025_h03_o2025-04,original,D_selected,3,2025,direct,X1,shift,2025-04,2024-07,False,2023-08;2024-01;2024-07,2448,0,1303.647116269838,completed,ok,
y2025_h03_o2025-04,augmented,D_direct,3,2025,direct,X1,none,2025-04,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3445.377479736311,completed,ok,
y2025_h03_o2025-04,augmented,D_residual,3,2025,residual,X3,isotonic,2025-04,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3445.377479736311,completed,ok,
y2025_h03_o2025-04,augmented,D_selected,3,2025,direct,X1,none,2025-04,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3445.377479736311,completed,ok,
y2025_h03_o2025-06,original,D_direct,3,2025,direct,X1,shift,2025-06,2024-07,False,2023-08;2024-01;2024-07,2448,0,1230.4790258486655,completed,ok,
y2025_h03_o2025-06,original,D_residual,3,2025,residual,X1,isotonic,2025-06,2024-07,False,2023-08;2024-01;2024-07,2448,0,1230.4790258486655,completed,ok,
y2025_h03_o2025-06,original,D_selected,3,2025,direct,X1,shift,2025-06,2024-07,False,2023-08;2024-01;2024-07,2448,0,1230.4790258486655,completed,ok,
y2025_h03_o2025-06,augmented,D_direct,3,2025,direct,X1,none,2025-06,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3252.003300615096,completed,ok,
y2025_h03_o2025-06,augmented,D_residual,3,2025,residual,X3,isotonic,2025-06,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3252.003300615096,completed,ok,
y2025_h03_o2025-06,augmented,D_selected,3,2025,direct,X1,none,2025-06,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3252.003300615096,completed,ok,
y2025_h03_o2025-07,original,D_direct,3,2025,direct,X1,shift,2025-07,2024-07,False,2023-08;2024-01;2024-07,2448,0,1195.449676531552,completed,ok,
y2025_h03_o2025-07,original,D_residual,3,2025,residual,X1,isotonic,2025-07,2024-07,False,2023-08;2024-01;2024-07,2448,0,1195.449676531552,completed,ok,
y2025_h03_o2025-07,original,D_selected,3,2025,direct,X1,shift,2025-07,2024-07,False,2023-08;2024-01;2024-07,2448,0,1195.449676531552,completed,ok,
y2025_h03_o2025-07,augmented,D_direct,3,2025,direct,X1,none,2025-07,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3159.425079284518,completed,ok,
y2025_h03_o2025-07,augmented,D_residual,3,2025,residual,X3,isotonic,2025-07,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3159.425079284518,completed,ok,
y2025_h03_o2025-07,augmented,D_selected,3,2025,direct,X1,none,2025-07,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3159.425079284518,completed,ok,
y2026_h03_o2026-01,original,D_direct,3,2026,direct,X6,shift,2026-01,2025-10,False,2025-07;2025-09;2025-10,3604,0,2366.269837733295,completed,ok,
y2026_h03_o2026-01,original,D_residual,3,2026,residual,X4,shift,2026-01,2025-10,False,2025-07;2025-09;2025-10,3604,0,2366.269837733295,completed,ok,
y2026_h03_o2026-01,original,D_selected,3,2026,direct,X6,shift,2026-01,2025-10,False,2025-07;2025-09;2025-10,3604,0,2366.269837733295,completed,ok,
y2026_h03_o2026-01,augmented,D_direct,3,2026,direct,X3,isotonic,2026-01,2025-10,False,2025-07;2025-09;2025-10,6019,2415,3571.587832139427,completed,ok,
y2026_h03_o2026-01,augmented,D_residual,3,2026,residual,X2,shift,2026-01,2025-10,False,2025-07;2025-09;2025-10,6019,2415,3571.587832139427,completed,ok,
y2026_h03_o2026-01,augmented,D_selected,3,2026,residual,X2,shift,2026-01,2025-10,False,2025-07;2025-09;2025-10,6019,2415,3571.587832139427,completed,ok,
y2025_h06_o2024-10,original,D_direct,6,2025,direct,X1,shift,2024-10,2024-07,False,2023-08;2024-01;2024-07,2448,0,1550.3064261208713,completed,ok,
y2025_h06_o2024-10,original,D_residual,6,2025,residual,X1,isotonic,2024-10,2024-07,False,2023-08;2024-01;2024-07,2448,0,1550.3064261208713,completed,ok,
y2025_h06_o2024-10,original,D_selected,6,2025,direct,X1,shift,2024-10,2024-07,False,2023-08;2024-01;2024-07,2448,0,1550.3064261208713,completed,ok,
y2025_h06_o2024-10,augmented,D_direct,6,2025,direct,X1,none,2024-10,2024-07,False,2023-08;2024-01;2024-07,6237,3789,4097.267412772564,completed,ok,
y2025_h06_o2024-10,augmented,D_residual,6,2025,residual,X3,isotonic,2024-10,2024-07,False,2023-08;2024-01;2024-07,6237,3789,4097.267412772564,completed,ok,
y2025_h06_o2024-10,augmented,D_selected,6,2025,direct,X1,none,2024-10,2024-07,False,2023-08;2024-01;2024-07,6237,3789,4097.267412772564,completed,ok,
y2025_h06_o2025-01,original,D_direct,6,2025,direct,X1,shift,2025-01,2024-07,False,2023-08;2024-01;2024-07,2448,0,1421.637260959023,completed,ok,
y2025_h06_o2025-01,original,D_residual,6,2025,residual,X1,isotonic,2025-01,2024-07,False,2023-08;2024-01;2024-07,2448,0,1421.637260959023,completed,ok,
y2025_h06_o2025-01,original,D_selected,6,2025,direct,X1,shift,2025-01,2024-07,False,2023-08;2024-01;2024-07,2448,0,1421.637260959023,completed,ok,
y2025_h06_o2025-01,augmented,D_direct,6,2025,direct,X1,none,2025-01,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3757.210783603184,completed,ok,
y2025_h06_o2025-01,augmented,D_residual,6,2025,residual,X3,isotonic,2025-01,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3757.210783603184,completed,ok,
y2025_h06_o2025-01,augmented,D_selected,6,2025,direct,X1,none,2025-01,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3757.210783603184,completed,ok,
y2025_h06_o2025-03,original,D_direct,6,2025,direct,X1,shift,2025-03,2024-07,False,2023-08;2024-01;2024-07,2448,0,1341.8468925703833,completed,ok,
y2025_h06_o2025-03,original,D_residual,6,2025,residual,X1,isotonic,2025-03,2024-07,False,2023-08;2024-01;2024-07,2448,0,1341.8468925703833,completed,ok,
y2025_h06_o2025-03,original,D_selected,6,2025,direct,X1,shift,2025-03,2024-07,False,2023-08;2024-01;2024-07,2448,0,1341.8468925703833,completed,ok,
y2025_h06_o2025-03,augmented,D_direct,6,2025,direct,X1,none,2025-03,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3546.3347459737024,completed,ok,
y2025_h06_o2025-03,augmented,D_residual,6,2025,residual,X3,isotonic,2025-03,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3546.3347459737024,completed,ok,
y2025_h06_o2025-03,augmented,D_selected,6,2025,direct,X1,none,2025-03,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3546.3347459737024,completed,ok,
y2025_h06_o2025-04,original,D_direct,6,2025,direct,X1,shift,2025-04,2024-07,False,2023-08;2024-01;2024-07,2448,0,1303.647116269838,completed,ok,
y2025_h06_o2025-04,original,D_residual,6,2025,residual,X1,isotonic,2025-04,2024-07,False,2023-08;2024-01;2024-07,2448,0,1303.647116269838,completed,ok,
y2025_h06_o2025-04,original,D_selected,6,2025,direct,X1,shift,2025-04,2024-07,False,2023-08;2024-01;2024-07,2448,0,1303.647116269838,completed,ok,
y2025_h06_o2025-04,augmented,D_direct,6,2025,direct,X1,none,2025-04,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3445.377479736311,completed,ok,
y2025_h06_o2025-04,augmented,D_residual,6,2025,residual,X3,isotonic,2025-04,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3445.377479736311,completed,ok,
y2025_h06_o2025-04,augmented,D_selected,6,2025,direct,X1,none,2025-04,2024-07,False,2023-08;2024-01;2024-07,6237,3789,3445.377479736311,completed,ok,
y2026_h06_o2025-10,original,D_direct,6,2026,direct,X6,shift,2025-10,2025-10,False,2025-07;2025-09;2025-10,3604,0,2580.435555620723,completed,ok,
y2026_h06_o2025-10,original,D_residual,6,2026,residual,X4,shift,2025-10,2025-10,False,2025-07;2025-09;2025-10,3604,0,2580.435555620723,completed,ok,
y2026_h06_o2025-10,original,D_selected,6,2026,direct,X6,shift,2025-10,2025-10,False,2025-07;2025-09;2025-10,3604,0,2580.435555620723,completed,ok,
y2026_h06_o2025-10,augmented,D_direct,6,2026,direct,X3,isotonic,2025-10,2025-10,False,2025-07;2025-09;2025-10,6019,2415,3894.84414884119,completed,ok,
y2026_h06_o2025-10,augmented,D_residual,6,2026,residual,X2,shift,2025-10,2025-10,False,2025-07;2025-09;2025-10,6019,2415,3894.84414884119,completed,ok,
y2026_h06_o2025-10,augmented,D_selected,6,2026,residual,X2,shift,2025-10,2025-10,False,2025-07;2025-09;2025-10,6019,2415,3894.84414884119,completed,ok,
y2025_h12_o2024-04,original,D_direct,12,2025,direct,X1,shift,2024-04,2024-07,True,2023-03;2023-08;2024-01,2093,0,1456.5051872812141,completed,ok,
y2025_h12_o2024-04,original,D_residual,12,2025,residual,X1,isotonic,2024-04,2024-07,True,2023-03;2023-08;2024-01,2093,0,1456.5051872812141,completed,unavailable,residual mapping unsupported: 0 calibration months with rows; 2 required
y2025_h12_o2024-04,original,D_selected,12,2025,direct,X1,shift,2024-04,2024-07,True,2023-03;2023-08;2024-01,2093,0,1456.5051872812141,completed,ok,
y2025_h12_o2024-04,augmented,D_direct,12,2025,direct,X1,none,2024-04,2024-07,True,2023-03;2023-08;2024-01,5172,3079,3676.745079702274,completed,ok,
y2025_h12_o2024-04,augmented,D_residual,12,2025,residual,X3,isotonic,2024-04,2024-07,True,2023-03;2023-08;2024-01,5172,3079,3676.745079702274,completed,unavailable,residual mapping unsupported: 0 calibration months with rows; 2 required
y2025_h12_o2024-04,augmented,D_selected,12,2025,direct,X1,none,2024-04,2024-07,True,2023-03;2023-08;2024-01,5172,3079,3676.745079702274,completed,ok,
y2025_h12_o2024-07,original,D_direct,12,2025,direct,X1,shift,2024-07,2024-07,False,2023-08;2024-01;2024-07,2448,0,1690.6211456854503,completed,ok,
y2025_h12_o2024-07,original,D_residual,12,2025,residual,X1,isotonic,2024-07,2024-07,False,2023-08;2024-01;2024-07,2448,0,1690.6211456854503,completed,unavailable,residual mapping unsupported: 0 calibration months with rows; 2 required
y2025_h12_o2024-07,original,D_selected,12,2025,direct,X1,shift,2024-07,2024-07,False,2023-08;2024-01;2024-07,2448,0,1690.6211456854503,completed,ok,
y2025_h12_o2024-07,augmented,D_direct,12,2025,direct,X1,none,2024-07,2024-07,False,2023-08;2024-01;2024-07,5527,3079,3726.5901039198666,completed,ok,
y2025_h12_o2024-07,augmented,D_residual,12,2025,residual,X3,isotonic,2024-07,2024-07,False,2023-08;2024-01;2024-07,5527,3079,3726.5901039198666,completed,unavailable,residual mapping unsupported: 0 calibration months with rows; 2 required
y2025_h12_o2024-07,augmented,D_selected,12,2025,direct,X1,none,2024-07,2024-07,False,2023-08;2024-01;2024-07,5527,3079,3726.5901039198666,completed,ok,
y2025_h12_o2024-09,original,D_direct,12,2025,direct,X1,shift,2024-09,2024-07,False,2023-08;2024-01;2024-07,2448,0,1595.7338718889914,completed,ok,
y2025_h12_o2024-09,original,D_residual,12,2025,residual,X1,isotonic,2024-09,2024-07,False,2023-08;2024-01;2024-07,2448,0,1595.7338718889914,completed,unavailable,residual mapping unsupported: 0 calibration months with rows; 2 required
y2025_h12_o2024-09,original,D_selected,12,2025,direct,X1,shift,2024-09,2024-07,False,2023-08;2024-01;2024-07,2448,0,1595.7338718889914,completed,ok,
y2025_h12_o2024-09,augmented,D_direct,12,2025,direct,X1,none,2024-09,2024-07,False,2023-08;2024-01;2024-07,6237,3789,4217.326512093295,completed,ok,
y2025_h12_o2024-09,augmented,D_residual,12,2025,residual,X3,isotonic,2024-09,2024-07,False,2023-08;2024-01;2024-07,6237,3789,4217.326512093295,completed,unavailable,residual mapping unsupported: 0 calibration months with rows; 2 required
y2025_h12_o2024-09,augmented,D_selected,12,2025,direct,X1,none,2024-09,2024-07,False,2023-08;2024-01;2024-07,6237,3789,4217.326512093295,completed,ok,
y2025_h12_o2024-10,original,D_direct,12,2025,direct,X1,shift,2024-10,2024-07,False,2023-08;2024-01;2024-07,2448,0,1550.3064261208713,completed,ok,
y2025_h12_o2024-10,original,D_residual,12,2025,residual,X1,isotonic,2024-10,2024-07,False,2023-08;2024-01;2024-07,2448,0,1550.3064261208713,completed,unavailable,residual mapping unsupported: 0 calibration months with rows; 2 required
y2025_h12_o2024-10,original,D_selected,12,2025,direct,X1,shift,2024-10,2024-07,False,2023-08;2024-01;2024-07,2448,0,1550.3064261208713,completed,ok,
y2025_h12_o2024-10,augmented,D_direct,12,2025,direct,X1,none,2024-10,2024-07,False,2023-08;2024-01;2024-07,6237,3789,4097.267412772564,completed,ok,
y2025_h12_o2024-10,augmented,D_residual,12,2025,residual,X3,isotonic,2024-10,2024-07,False,2023-08;2024-01;2024-07,6237,3789,4097.267412772564,completed,unavailable,residual mapping unsupported: 0 calibration months with rows; 2 required
y2025_h12_o2024-10,augmented,D_selected,12,2025,direct,X1,none,2024-10,2024-07,False,2023-08;2024-01;2024-07,6237,3789,4097.267412772564,completed,ok,
y2026_h12_o2025-04,original,D_direct,12,2026,direct,X6,shift,2025-04,2025-10,True,2024-01;2024-07;2025-04,2632,0,1919.2151849096379,completed,ok,
y2026_h12_o2025-04,original,D_residual,12,2026,residual,X4,shift,2025-04,2025-10,True,2024-01;2024-07;2025-04,2632,0,1919.2151849096379,completed,unavailable,residual mapping unsupported: 1 calibration months with rows; 2 required
y2026_h12_o2025-04,original,D_selected,12,2026,direct,X6,shift,2025-04,2025-10,True,2024-01;2024-07;2025-04,2632,0,1919.2151849096379,completed,ok,
y2026_h12_o2025-04,augmented,D_direct,12,2026,direct,X3,isotonic,2025-04,2025-10,True,2024-01;2024-07;2025-04,5047,2415,3482.3192359881346,completed,ok,
y2026_h12_o2025-04,augmented,D_residual,12,2026,residual,X2,shift,2025-04,2025-10,True,2024-01;2024-07;2025-04,5047,2415,3482.3192359881346,completed,unavailable,residual mapping unsupported: 1 calibration months with rows; 2 required
y2026_h12_o2025-04,augmented,D_selected,12,2026,residual,X2,shift,2025-04,2025-10,True,2024-01;2024-07;2025-04,5047,2415,3482.3192359881346,completed,unavailable,residual mapping unsupported: 1 calibration months with rows; 2 required
